,name,link,price,area,valueperm2,Quartos,Suítes,Garagens,Condomínio R$,Cidade,IPTU R$,Total de Andar do Empreendimento,Área Total,Nome do Edifício,Área Terreno,Aceita Permuta,Posição do Sol,Posição do Imóvel,Andar do Apartamento,Unidades no Andar,Aceita Financiamento
483,SGAN 911 Módulo G,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-g-99738,1.000,"26,00",38,1,1,1,454,BRASÍLIA - ASA NORTE,106,4 Andares,"27,00 m²",,,,,,,,
484,SHS Quadra 02 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-02-bloco-j-525357,2.200,"48,00",45,1,1,,942,BRASÍLIA - ASA SUL,179,,"48,00 m²",,,,,,,,
485,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-383645,950,"30,00",31,1,,,275,BRASÍLIA - LAGO NORTE,,3 Andares,,,,,,,,,
486,CLN 308 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-bloco-e-438062,500,"22,00",22,1,,,340,BRASÍLIA - ASA NORTE,1.366,2 Andares,"26,00 m²",,,,,,1° Andar,10,
487,SQNW 109 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-a-152164,5.300,"110,00",48,3,1,2,959,BRASÍLIA - NOROESTE,,,,,,,,,,,
488,SQS 311 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-311-bloco-c-178724,14.000,"207,00",67,4,2,2,,BRASÍLIA - ASA SUL,,,,,,,,Vazado,,,
489,SQNW 307,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-307-555356,1.900,"30,00",63,1,,1,405,BRASÍLIA - NOROESTE,,,"70,00 m²",,,,,,,,
490,QMSW 5,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-525002,1.200,"30,00",40,1,1,1,328,BRASÍLIA - SUDOESTE,766,,"30,00 m²",,,,,,,,
491,SQSW 104,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-584261,4.400,"114,00",38,3,1,,1.090,BRASÍLIA - SUDOESTE,536,,,,,,,,,,
492,SCRN 702/703 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-scrn-702-703-bloco-c-568153,4.200,"110,00",38,3,2,1,500,BRASÍLIA - ASA NORTE,,,"110,00 m²",,,,,,,,
493,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-570064,1.199,"45,00",26,1,,,398,BRASÍLIA - LAGO NORTE,152,,,,,,,,,,
494,SQN 313 Bloco L,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-313-bloco-l-552828,4.700,"1.100,00",4,3,1,,887,BRASÍLIA - ASA NORTE,1.615,,,,,,,,,,
495,SGAN 915 Módulo F,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-915-modulo-f-594342,1.000,"28,00",35,1,,1,,BRASÍLIA - ASA NORTE,,,,,,,,,,,
496,STN Bloco K,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-stn-bloco-k-326758,1.400,"25,00",56,1,,1,,BRASÍLIA - ASA NORTE,,3 Andares,,,,,,,,,
497,SQNW 109 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-h-573499,4.500,"110,00",40,3,1,2,1.580,BRASÍLIA - NOROESTE,235,,"110,00 m²",,,,,,,,
498,SQSW 301 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-301-bloco-j-599119,3.800,"110,00",34,3,1,1,783,BRASÍLIA - SUDOESTE,2.170,6 Andares,,,,,,,5° Andar,,
499,CCSW 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-1-118488,3.400,"71,00",47,2,1,1,646,BRASÍLIA - SUDOESTE,339,,"71,00 m²",,,,,,,,
500,SQN 407 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-407-bloco-i-562669,2.200,"51,00",43,2,,,619,BRASÍLIA - ASA NORTE,177,,"74,00 m²",,,,,,,,
501,SQN 107,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-107-597921,6.000,"140,00",42,3,1,1,950,BRASÍLIA - ASA NORTE,2.219,6 Andares,,,,,,,,,
502,SCLRN 714 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-bloco-g-158568,1.000,"42,00",23,1,,,90,BRASÍLIA - ASA NORTE,125,,"42,00 m²",,,,,,,,
503,SQN 309 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-a-603822,3.100,"73,00",42,2,,,670,BRASÍLIA - ASA NORTE,148,,,,,,,,,,
504,SGAN 915,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-915-576152,1.500,"28,00",53,1,,1,299,BRASÍLIA - ASA NORTE,48,,,,,,,,,,
505,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-55896,4.500,"48,00",93,1,,1,480,BRASÍLIA - ASA SUL,,,"48,00 m²",,,,,,,,
506,CLN 308 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-bloco-b-350446,700,"28,00",25,1,,,142,BRASÍLIA - ASA NORTE,,,"28,00 m²",,,,,,,,
507,CA 08 Condomínio Dommus Nobile,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-571423,1.200,"34,00",35,1,1,1,343,BRASÍLIA - LAGO NORTE,,,"34,00 m²",,,,,,,,
508,SQS 204 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-204-bloco-i-286701,3.500,"90,00",38,3,,1,1.045,BRASÍLIA - ASA SUL,,,"130,00 m²",,,,,,,,
509,SHN Quadra 1 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shn-quadra-1-bloco-d-595597,5.300,"72,00",73,2,,1,,BRASÍLIA - ASA NORTE,,,,,,,Nascente,,17° Andar,,
510,SCRN 716 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-c-44660,680,"38,00",17,1,,,280,BRASÍLIA - ASA NORTE,134,,"30,00 m²",,,,,,,,
511,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-554478,4.500,"51,00",88,1,1,,1,BRASÍLIA - ASA NORTE,1,,,,,,,,,,
512,CCSW 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-335282,1.200,"25,00",48,1,,1,335,BRASÍLIA - SUDOESTE,,,,,,,,,,,
513,SQS 402 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-402-bloco-b-591838,3.000,"92,00",32,3,,,550,BRASÍLIA - ASA SUL,265,,,,,,,,,,
514,AOS 01,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-octogonal-brasilia-df-aos-01-590018,1.590,"45,00",35,1,,,259,BRASÍLIA - OCTOGONAL,864,3 Andares,"60,00 m²",,,,,,,,
515,CRNW 510 Bloco A Lote 2,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-noroeste-brasilia-df-crnw-510-bloco-a-lote-2-578560,1.900,"33,00",57,1,,1,,BRASÍLIA - NOROESTE,,,,,,,,,,,
516,SQS 404 Bloco Q,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-404-bloco-q-595925,2.800,"77,64",36,3,,,759,BRASÍLIA - ASA SUL,,,"124,77 m²",,,,,,,,
517,QMSW 6 Lote 2 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-lote-2-bloco-b-581495,1.200,"40,00",30,1,,1,390,BRASÍLIA - SUDOESTE,379,,,,,,,,,,
518,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-251265,1.790,"42,00",42,1,1,1,575,BRASÍLIA - LAGO NORTE,80,,,,,,,,,,
519,CLN 303 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-303-bloco-d-567162,1.000,"22,00",45,1,,,290,BRASÍLIA - ASA NORTE,1.768,2 Andares,,,,,,,,,
520,SQS 205 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-205-bloco-h-343893,2.200,"60,00",36,2,,,863,BRASÍLIA - ASA SUL,,,,,,,,,,,
521,SQSW 102 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-102-bloco-k-504268,5.500,"181,00",30,4,1,2,,BRASÍLIA - SUDOESTE,363,,"181,00 m²",,,,,,,,
522,CLN 409 Bloco B Excelente Kitnet na Asa Norte,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-409-bloco-b-188260,1.200,"35,00",34,1,,,161,BRASÍLIA - ASA NORTE,314,,,,,,,,,,
523,SQN 306 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-306-bloco-i-598575,5.290,"100,00",52,3,,,485,BRASÍLIA - ASA NORTE,125,6 Andares,,,,,,,,,
524,CLSW 104 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-104-bloco-b-555142,1.300,"43,00",30,1,,,422,BRASÍLIA - SUDOESTE,863,,,,,,,,,,
525,SHCGN 703 Bloco S,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shcgn-703-bloco-s-593894,2.500,"42,00",59,1,1,,631,BRASÍLIA - ASA NORTE,,,"97,33 m²",,,,,,,,
526,SQNW 103 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-103-bloco-b-590143,4.700,"76,00",61,2,1,2,747,BRASÍLIA - NOROESTE,4.798,,,,,,,,,,
527,CA 01,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-01-603462,2.500,"80,00",31,2,,,250,BRASÍLIA - LAGO NORTE,,,"80,00 m²",,,,,,,,
528,CLNW 10/11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-578497,1.650,"37,00",44,1,,1,423,BRASÍLIA - NOROESTE,,,,,,,,,,,
529,SQN 212,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-212-191258,4.800,"167,00",28,2,1,1,839,BRASÍLIA - ASA NORTE,399,,"167,00 m²",,,,,,,,
530,SQS 216 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-216-bloco-h-541345,5.500,"169,00",32,3,1,1,1.500,BRASÍLIA - ASA SUL,3.187,6 Andares,,,,,,,1° Andar,2,
531,SQS 210 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-210-bloco-k-166652,3.600,"102,00",35,3,1,1,950,BRASÍLIA - ASA SUL,,6 Andares,,,,,Nascente,Frente,1° Andar,,
532,CCSW 5,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-330485,1.700,"34,00",50,1,1,,226,BRASÍLIA - SUDOESTE,618,3 Andares,"34,00 m²",,,,,,,,
533,SGAN 912 Módulo C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-c-603755,1.100,"27,00",40,1,1,1,,BRASÍLIA - ASA NORTE,146,,"27,00 m²",,,,,,,,
534,SQNW 311,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-311-530483,9.000,"154,00",58,3,3,3,1.540,BRASÍLIA - NOROESTE,,,"310,00 m²",,,,,,,,
535,CLN 410 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-410-bloco-c-584221,1.100,"30,00",36,1,,,233,BRASÍLIA - ASA NORTE,,,,,,,,,,,
536,CCSW 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-2-lote-3-411483,5.000,"80,00",62,2,1,1,993,BRASÍLIA - SUDOESTE,,6 Andares,,,,,Perpendicular,Fundos,4° Andar,,
537,QMSW 6,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-116359,900,"33,00",27,1,,1,352,BRASÍLIA - SUDOESTE,,,,,,,,,,,
538,SQS 113,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-113-565330,6.800,"123,00",55,2,1,1,1.244,BRASÍLIA - ASA SUL,,6 Andares,,,,,,,,,
539,SHCGN 713 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-shcgn-713-bloco-f-483592,3.500,"121,12",28,3,1,,1.150,BRASÍLIA - ASA NORTE,,,"156,21 m²",,,,,,,,
540,SQN 213 Bloco I   - ED. BOUGANVILLE,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-213-bloco-i-434616,4.200,"79,00",53,2,1,1,638,BRASÍLIA - ASA NORTE,,,,ED. BOUGANVILLE,,,,,,,
541,QC 6,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-6-597236,1.600,"50,00",32,2,,1,,BRASÍLIA - JARDINS MANGUEIRAL,,,,,,,,,,,
542,SCRN 706/707 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-706-707-bloco-e-394527,1.190,"46,00",25,1,,,290,BRASÍLIA - ASA NORTE,70,,,,,,,,,,
543,CA 05 Na entrada do CA,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-05-600935,2.700,"67,00",40,2,,1,710,BRASÍLIA - LAGO NORTE,203,,"67,00 m²",,,,Perpendicular,Frente,5° Andar,,
544,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-509528,900,"25,00",36,1,,,164,BRASÍLIA - LAGO NORTE,583,,"25,00 m²",,,,,,,,
545,SGAN 915 Módulo F Kit Totalmente mobiliada - Cond. Parque Norte,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-915-modulo-f-598769,2.200,"33,00",66,1,1,1,,BRASÍLIA - ASA NORTE,,3 Andares,,,,,,,1° Andar,,
546,QMSW 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-589987,1.400,"30,00",46,1,,1,448,BRASÍLIA - SUDOESTE,,,,,,,,,,,
547,SQNW 307 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-307-bloco-c-268203,2.000,"34,00",58,1,,1,400,BRASÍLIA - NOROESTE,99,,"34,00 m²",,,,,,,,
548,SGAN 911,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-181024,1.080,"25,00",43,1,1,1,305,BRASÍLIA - ASA NORTE,138,,"25,00 m²",,,,,,,,
549,SQN 412 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-412-bloco-f-529658,2.500,"76,00",32,3,,,604,BRASÍLIA - ASA NORTE,1.361,,"120,00 m²",,,,,,,,
550,SGAN 914,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-80077,1.000,"30,00",33,1,,,277,BRASÍLIA - ASA NORTE,,3 Andares,"38,57 m²",,,,,,2° Andar,41,
551,SQS 308 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-308-bloco-a-560006,5.500,"159,00",34,3,1,1,1.400,BRASÍLIA - ASA SUL,3.090,6 Andares,,,,,,,,2,
552,SQS 316,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-316-513939,5.500,"158,00",34,3,2,1,1.500,BRASÍLIA - ASA SUL,255,6 Andares,"158,00 m²",,,,,,4° Andar,2,
553,SQN 314 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-314-bloco-b-530802,2.700,"72,00",37,2,,1,580,BRASÍLIA - ASA NORTE,1.500,2 Andares,"96,00 m²",,,,,,,,
554,SGAN 914,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-601113,900,"28,00",32,1,,1,475,BRASÍLIA - ASA NORTE,2.048,,"28,00 m²",,,,,,,,
555,SQS 307 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-307-bloco-a-189859,3.900,"90,00",43,3,,1,1.024,BRASÍLIA - ASA SUL,2.365,,,,,,,,,,
556,QC 10,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-jardins-mangueiral-brasilia-df-qc-10-594597,2.400,"48,00",50,1,,1,,BRASÍLIA - JARDINS MANGUEIRAL,,4 Andares,,,,,,,,,
557,SHS Quadra 6,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-6-591720,3.500,"58,00",60,1,,,,BRASÍLIA - ASA SUL,,,"58,00 m²",,,,,,,,
558,SGAN 914,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-600687,1.000,"27,00",37,1,,1,282,BRASÍLIA - ASA NORTE,118,4 Andares,"39,38 m²",,,,,,2° Andar,,
559,SCLRN 706 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-706-bloco-b-411024,1.250,"30,00",41,1,,,150,BRASÍLIA - ASA NORTE,,,,,,,,,,,
560,SCLRN 710 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-710-bloco-c-566656,900,"30,00",30,1,,,120,BRASÍLIA - ASA NORTE,,,"40,00 m²",,,,,,,,
561,SHS Quadra 6,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-6-355339,1.800,"53,00",33,1,1,,1.698,BRASÍLIA - ASA SUL,3.291,,"53,00 m²",,,,,,,,
562,SQN 209 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-209-bloco-f-590429,3.900,"90,00",43,3,1,1,885,BRASÍLIA - ASA NORTE,353,,"90,00 m²",,,,,,,,
563,SHN Quadra 1 HOTEL VISION  - HOTEL VISION,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shn-quadra-1-285525,3.800,"35,00",108,1,1,1,,BRASÍLIA - ASA NORTE,,18 Andares,"35,00 m²",HOTEL VISION,,,,,14° Andar,20,
564,SQN 203 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-203-bloco-e-541143,3.800,"140,00",27,4,1,1,1.092,BRASÍLIA - ASA NORTE,2.380,,,,,,,,,,
565,SQN 212,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-212-566748,5.300,"60,00",88,3,2,1,1.600,BRASÍLIA - ASA NORTE,,6 Andares,"60,00 m²",,,,,,,,
566,CA 05 bloco B-2 Ed. Silco Buena Vista,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-601531,900,"27,00",33,1,,,315,BRASÍLIA - LAGO NORTE,1.415,4 Andares,,,,,Poente,,,,
567,SGAN 911 Módulo B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-b-592674,1.550,"31,00",50,1,,1,324,BRASÍLIA - ASA NORTE,,,"31,00 m²",,,,,,,,
568,SGCV Lote 13   - Vista Park Sul Suítes,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-248063,1.700,"28,00",60,1,,1,510,BRASÍLIA - PARK SUL,91,10 Andares,,Vista Park Sul Suítes,"7.500,00 m²",,,Frente,7° Andar,16,
569,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-400751,750,"26,00",28,1,,,318,BRASÍLIA - LAGO NORTE,244,,"26,00 m²",,,,,,,,
570,SCEN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scen-trecho-1-236607,5.500,"70,00",78,2,1,2,1.433,BRASÍLIA - ASA NORTE,,,,,,,,,,,
571,SQS 108 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-108-bloco-d-591342,2.900,"92,00",31,2,,,895,BRASÍLIA - ASA SUL,1.485,,,,,,,,,,
572,CCSW 1   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-432478,3.400,"26,00",130,1,1,1,410,BRASÍLIA - SUDOESTE,,,,ED. PORTAL MASTER,,,,,,,
573,SQN 212 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-212-bloco-b-594761,4.700,"106,00",44,4,2,2,856,BRASÍLIA - ASA NORTE,400,6 Andares,"170,00 m²",,,,Nascente,Frente,2° Andar,6,
574,SQN 216 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-216-bloco-c-600570,4.000,"74,00",54,2,1,1,586,BRASÍLIA - ASA NORTE,128,6 Andares,,,,,,,,,
575,SQN 312 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-312-bloco-d-226884,2.300,"75,00",30,2,,,500,BRASÍLIA - ASA NORTE,197,6 Andares,"80,00 m²",,,,Nascente,Frente,1° Andar,8,
576,SQS 103 Bloco A   - ED. GUARUJÁ,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-103-bloco-a-179141,3.500,"110,00",31,3,,1,1.030,BRASÍLIA - ASA SUL,395,6 Andares,,ED. GUARUJÁ,,,Poente,Vazado,5° Andar,,
577,CLN 305 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-305-bloco-b-394674,900,"29,00",31,1,,,,BRASÍLIA - ASA NORTE,1.364,,,,,,,,,,
578,CCSW 3 Lote 4   - Silco Double Kit,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-3-lote-4-376273,1.400,"30,00",46,1,1,1,521,BRASÍLIA - SUDOESTE,61,,,Silco Double Kit,,,,,4° Andar,,
579,QMSW 4 Lote 10   - Silco Double Kit,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qmsw-4-lote-10-127760,2.000,"42,00",47,2,,1,548,BRASÍLIA - SUDOESTE,855,4 Andares,,Silco Double Kit,,,Nascente,,3° Andar,,
580,SQNW 310 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-310-bloco-h-601430,6.200,"118,00",52,3,1,2,1.200,BRASÍLIA - NOROESTE,,6 Andares,"118,00 m²",,,,Perpendicular,Frente,6° Andar,,
581,SQSW 100 Bloco D Ed. Unicaflex ao lado do bar primeiro,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-sqsw-100-bloco-d-569333,1.800,"25,00",72,1,1,1,,BRASÍLIA - SUDOESTE,,,,,,,,,,,
582,SQS 210,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-210-491045,6.000,"185,00",32,3,1,1,1.200,BRASÍLIA - ASA SUL,,,,,,,,,,,
583,CLN 303 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-303-bloco-d-567160,1.000,"22,00",45,1,,,290,BRASÍLIA - ASA NORTE,1.768,2 Andares,,,,,,,,,
584,QMSW 6,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-125742,2.000,"61,00",32,1,1,1,780,BRASÍLIA - SUDOESTE,511,,"61,00 m²",,,,,,,,
585,SCRN 708/709,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-708-709-598223,1.400,"41,00",34,1,,,390,BRASÍLIA - ASA NORTE,60,4 Andares,"58,00 m²",,,,Nascente,Frente,1° Andar,4,
586,SQNW 108 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-108-bloco-d-223154,8.900,"151,00",58,3,3,2,1.591,BRASÍLIA - NOROESTE,2.000,,,,,,,,,,
587,SCLRN 714 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-714-bloco-b-417763,900,"28,00",32,1,,,,BRASÍLIA - ASA NORTE,,,"28,00 m²",,,,,,,,
588,SCRN 716,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-573598,2.900,"60,00",48,1,,,577,BRASÍLIA - ASA NORTE,,,,,,,,,,,
589,SEPS 713/913,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-601112,1.700,"25,00",68,1,1,1,244,BRASÍLIA - ASA SUL,1.790,,"25,00 m²",,,,,,,,
