,name,link,price,area,Quartos,Suítes,Garagens,Condomínio R$,Cidade,setor
883,SQS 103 Bloco D 5º Andar - Reformado  - Ed Bandeirante,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-103-bloco-d-186811,2200,37,1.0,,,332.0,BRASÍLIA - ASA SUL,SQS
884,CLN 115 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-115-bloco-d-351623,800,44,1.0,,,391.0,BRASÍLIA - ASA NORTE,CLN
885,QMSW 4 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-3-568997,899,29,1.0,1.0,1.0,380.0,BRASÍLIA - SUDOESTE,QMSW
886,CLSW 302 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-302-bloco-c-529755,1150,30,1.0,1.0,,350.0,BRASÍLIA - SUDOESTE,CLSW
887,SQNW 103 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-103-bloco-b-594275,4600,75,2.0,1.0,2.0,747.0,BRASÍLIA - NOROESTE,SQNW
888,CLNW 8/9 Lote A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-8-9-lote-a-568755,1900,32,1.0,,,530.0,BRASÍLIA - NOROESTE,CLNW
889,CCSW 4   - ED.TOP MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-43092,1000,30,1.0,1.0,1.0,432.0,BRASÍLIA - SUDOESTE,CCSW
891,SQNW 309 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-309-bloco-f-529996,9500,172,4.0,2.0,4.0,1720.0,BRASÍLIA - NOROESTE,SQNW
892,QMSW 5 Lote 3 Bloco H,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-3-bloco-h-600394,1100,30,1.0,1.0,1.0,250.0,BRASÍLIA - SUDOESTE,QMSW
893,QMSW 2,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-2-234958,700,28,1.0,1.0,,0.0,BRASÍLIA - SUDOESTE,QMSW
894,AOS 08 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-octogonal-brasilia-df-aos-08-bloco-b-386421,3100,86,3.0,1.0,1.0,973.0,BRASÍLIA - OCTOGONAL,AOS
895,CCSW 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-512569,1200,25,1.0,,,445.0,BRASÍLIA - SUDOESTE,CCSW
896,SCLRN 713 Bloco F,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-713-bloco-f-112870,700,11,1.0,,,,BRASÍLIA - ASA NORTE,SCLRN
897,CRS 502 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-502-bloco-b-567309,1300,35,1.0,,,318.0,BRASÍLIA - ASA SUL,CRS
898,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-307105,1300,28,1.0,,1.0,296.0,BRASÍLIA - ASA SUL,SEPS
899,SGAN 914 Módulo A   - ED.MONTE CARLO,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-914-modulo-a-322852,800,27,1.0,,,160.0,BRASÍLIA - ASA NORTE,SGAN
900,CLN 308 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-308-bloco-b-206223,800,22,1.0,,,208.0,BRASÍLIA - ASA NORTE,CLN
901,SHS Quadra 6 Conjunto A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-shs-quadra-6-conjunto-a-576187,3000,46,1.0,,,1.967,BRASÍLIA - ASA SUL,SHS
902,CCSW 5,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-568838,1200,28,1.0,,1.0,315.0,BRASÍLIA - SUDOESTE,CCSW
903,CLN 216 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-216-bloco-d-118474,800,30,1.0,,,312.0,BRASÍLIA - ASA NORTE,CLN
904,SCRN 712/713,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-scrn-712-713-603654,1400,39,1.0,,,,BRASÍLIA - ASA NORTE,SCRN
905,SGAN 912 Módulo D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-d-102025,1000,25,1.0,,1.0,393.0,BRASÍLIA - ASA NORTE,SGAN
906,SQN 407 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-407-bloco-i-562669,2200,51,2.0,,,619.0,BRASÍLIA - ASA NORTE,SQN
907,CLN 307,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-307-268799,900,26,1.0,,,240.0,BRASÍLIA - ASA NORTE,CLN
908,CCSW 4,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-4-596532,2800,66,2.0,1.0,1.0,680.0,BRASÍLIA - SUDOESTE,CCSW
909,SQNW 107 Bloco E   - Via Luxor,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-107-bloco-e-366740,14000,203,4.0,4.0,4.0,1291.0,BRASÍLIA - NOROESTE,SQNW
910,SQN 215 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-215-bloco-b-576546,3000,78,2.0,,1.0,600.0,BRASÍLIA - ASA NORTE,SQN
911,SGAN 911 BLOCO H  ED. GREEN PARK,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-567524,1100,25,1.0,,1.0,342.0,BRASÍLIA - ASA NORTE,SGAN
912,SQN 209,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-209-586850,4000,95,3.0,1.0,1.0,868.0,BRASÍLIA - ASA NORTE,SQN
913,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-210873,1600,26,1.0,,1.0,376.0,BRASÍLIA - ASA SUL,SEPS
914,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-529822,900,32,1.0,,1.0,364.0,BRASÍLIA - LAGO NORTE,CA
915,SQNW 311 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-c-267386,3800,30,1.0,,1.0,,BRASÍLIA - NOROESTE,SQNW
916,SHCGN 706 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-706-bloco-g-602062,1800,52,2.0,,,620.0,BRASÍLIA - ASA NORTE,SHCGN
917,SGAN 912 Módulo C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-c-385667,1000,26,1.0,,1.0,330.0,BRASÍLIA - ASA NORTE,SGAN
918,SQNW 106,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-106-589851,7400,126,3.0,3.0,2.0,1504.0,BRASÍLIA - NOROESTE,SQNW
919,QMSW 4 Lote 10   - Silco Double Kit,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qmsw-4-lote-10-127760,2000,42,2.0,,1.0,548.0,BRASÍLIA - SUDOESTE,QMSW
920,SGAN 911 Módulo G,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-g-539904,1100,25,1.0,,1.0,339.0,BRASÍLIA - ASA NORTE,SGAN
921,SQS 313,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-313-540174,10000,210,4.0,1.0,2.0,,BRASÍLIA - ASA SUL,SQS
922,SHTN Trecho 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-lote-3-597584,2700,31,1.0,,,,BRASÍLIA - ASA NORTE,SHTN
923,SQN 110 Bloco M,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-110-bloco-m-599166,6000,101,3.0,1.0,1.0,970.0,BRASÍLIA - ASA NORTE,SQN
924,CA 07,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-07-61135,650,33,1.0,,,230.0,BRASÍLIA - LAGO NORTE,CA
925,CA 08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-586772,1950,58,1.0,1.0,1.0,546.0,BRASÍLIA - LAGO NORTE,CA
927,SQSW 305 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-a-504392,15000,283,4.0,1.0,2.0,1600.0,BRASÍLIA - SUDOESTE,SQSW
928,CA 02   - Millenium Center,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-308773,1550,33,1.0,,1.0,422.0,BRASÍLIA - LAGO NORTE,CA
929,AOS 05 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-octogonal-brasilia-df-aos-05-bloco-c-588379,5000,124,4.0,1.0,1.0,1047.0,BRASÍLIA - OCTOGONAL,AOS
930,CLN 403 Bloco A Plano Imóveis Aluga Excelente Kitnet,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-403-bloco-a-245184,1200,39,1.0,,,369.0,BRASÍLIA - ASA NORTE,CLN
931,SGAN 906 Módulo B BLOCO D 3º ANDAR PARK STUDIOS,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-906-modulo-b-64551,1300,27,1.0,1.0,1.0,266.0,BRASÍLIA - ASA NORTE,SGAN
932,SQNW 106 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-106-bloco-j-594759,6300,110,3.0,1.0,3.0,12.0,BRASÍLIA - NOROESTE,SQNW
933,QMSW 5 Lote 3 Bloco G,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-3-bloco-g-573883,1300,25,1.0,1.0,1.0,320.0,BRASÍLIA - SUDOESTE,QMSW
934,SQS 410 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-410-bloco-d-586606,1250,37,1.0,,,330.0,BRASÍLIA - ASA SUL,SQS
935,CCSW 6,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-6-419515,900,34,1.0,,,279.0,BRASÍLIA - SUDOESTE,CCSW
936,SQS 115 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-115-bloco-f-307472,5700,150,3.0,1.0,1.0,1611.0,BRASÍLIA - ASA SUL,SQS
937,SQS 312 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-312-bloco-b-585579,5399,175,3.0,2.0,1.0,1590.0,BRASÍLIA - ASA SUL,SQS
938,SQS 316,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-316-522357,5490,158,3.0,2.0,1.0,1500.0,BRASÍLIA - ASA SUL,SQS
939,AOS 06 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-octogonal-brasilia-df-aos-06-bloco-a-446356,4200,124,4.0,1.0,1.0,940.0,BRASÍLIA - OCTOGONAL,AOS
940,CLSW 104 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-104-bloco-b-555142,1300,43,1.0,,,422.0,BRASÍLIA - SUDOESTE,CLSW
941,SQN 309,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-309-586458,7500,166,4.0,1.0,1.0,1345.0,BRASÍLIA - ASA NORTE,SQN
942,SQN 314,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-314-553766,3500,65,2.0,,1.0,,BRASÍLIA - ASA NORTE,SQN
943,CLN 305 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-305-bloco-b-101933,750,29,1.0,,,,BRASÍLIA - ASA NORTE,CLN
944,SGCV Lote 13,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-365739,1650,30,1.0,,,574.0,BRASÍLIA - PARK SUL,SGCV
945,SGAN 911,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-573368,1100,30,1.0,1.0,1.0,330.0,BRASÍLIA - ASA NORTE,SGAN
946,SQNW 106 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-106-bloco-b-164856,7200,126,3.0,3.0,2.0,1557.0,BRASÍLIA - NOROESTE,SQNW
947,SEPS 713/913,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-387902,1200,43,1.0,,,400.0,BRASÍLIA - ASA SUL,SEPS
948,CLSW 101 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-101-bloco-b-133098,1000,38,1.0,,,265.0,BRASÍLIA - SUDOESTE,CLSW
949,CCSW 4 Ed. Top Master,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-4-547082,800,26,1.0,,1.0,425.0,BRASÍLIA - SUDOESTE,CCSW
950,SMAS Trecho 1 C   - Living,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-park-sul-brasilia-df-smas-trecho-1-c-602199,16000,211,4.0,3.0,4.0,,BRASÍLIA - PARK SUL,SMAS
951,SGAN 912 Módulo D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-d-101969,1000,25,1.0,,1.0,393.0,BRASÍLIA - ASA NORTE,SGAN
952,SQN 316 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-316-bloco-b-579628,3800,120,3.0,1.0,1.0,900.0,BRASÍLIA - ASA NORTE,SQN
953,SCLRN 716 BLOCO,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-716-190945,1000,30,1.0,,,,BRASÍLIA - ASA NORTE,SCLRN
954,QMSW 5 Lote 2 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-2-bloco-b-97384,850,30,1.0,1.0,1.0,296.0,BRASÍLIA - SUDOESTE,QMSW
955,SQN 407 Bloco M,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-407-bloco-m-480303,2900,78,3.0,,,770.0,BRASÍLIA - ASA NORTE,SQN
956,SCRN 714/715 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-714-715-bloco-h-597023,1500,40,1.0,,,300.0,BRASÍLIA - ASA NORTE,SCRN
957,CLN 314 Bloco E,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-314-bloco-e-597432,790,29,1.0,,,229.0,BRASÍLIA - ASA NORTE,CLN
958,SQSW 304,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-304-506385,2650,70,2.0,,,885.0,BRASÍLIA - SUDOESTE,SQSW
959,SQS 408 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-408-bloco-j-578342,2500,70,2.0,,,,BRASÍLIA - ASA SUL,SQS
960,SGAN 912,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-179603,990,30,1.0,1.0,1.0,335.0,BRASÍLIA - ASA NORTE,SGAN
961,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shtn-trecho-1-395642,3500,64,2.0,1.0,1.0,1.584,BRASÍLIA - ASA NORTE,SHTN
962,"SCRN 716 Bloco A AMPLO, NASCENTE, MOBILIADO!  - COPLASA",https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-716-bloco-a-289685,1800,46,1.0,1.0,,478.0,BRASÍLIA - ASA NORTE,SCRN
963,CLN 303 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-303-bloco-d-567162,1000,22,1.0,,,290.0,BRASÍLIA - ASA NORTE,CLN
964,SEPS 713/913,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-713-913-107466,1300,35,1.0,,1.0,410.0,BRASÍLIA - ASA SUL,SEPS
965,CLNW 8/9 Lote A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-noroeste-brasilia-df-clnw-8-9-lote-a-578166,1600,32,1.0,,1.0,550.0,BRASÍLIA - NOROESTE,CLNW
966,SCRN 714/715 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-714-715-bloco-h-526787,1500,35,1.0,,,270.0,BRASÍLIA - ASA NORTE,SCRN
967,SQS 210 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-210-bloco-f-559845,3300,83,3.0,1.0,,850.0,BRASÍLIA - ASA SUL,SQS
968,SGAN 911 Módulo B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-modulo-b-592674,1550,31,1.0,,1.0,324.0,BRASÍLIA - ASA NORTE,SGAN
969,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-387626,800,35,1.0,,,330.0,BRASÍLIA - LAGO NORTE,CA
970,SQN 210 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-210-bloco-d-130382,2800,70,2.0,1.0,1.0,568.0,BRASÍLIA - ASA NORTE,SQN
971,CLN 311 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-311-bloco-d-568263,1400,28,1.0,,,353.0,BRASÍLIA - ASA NORTE,CLN
972,CA 02,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-02-591957,1800,56,2.0,1.0,1.0,446.0,BRASÍLIA - LAGO NORTE,CA
973,SQN 308 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-308-bloco-c-597164,4200,125,3.0,1.0,1.0,850.0,BRASÍLIA - ASA NORTE,SQN
974,CRNW 510 Bloco A Lote 2 SUNSET,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-crnw-510-bloco-a-lote-2-554900,2500,39,1.0,,1.0,,BRASÍLIA - NOROESTE,CRNW
975,CRS 507 BLOCO B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-crs-507-bloco-b-20223,2500,75,3.0,,,,BRASÍLIA - ASA SUL,CRS
976,SQN 210 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-210-bloco-c-596568,3950,125,3.0,1.0,1.0,1214.0,BRASÍLIA - ASA NORTE,SQN
977,CLN 413 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-413-bloco-d-554606,1100,30,1.0,,,222.0,BRASÍLIA - ASA NORTE,CLN
978,SHTN Trecho 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-2-lote-3-597561,2800,31,1.0,,,,BRASÍLIA - ASA NORTE,SHTN
979,SQN 203 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-203-bloco-f-590442,5600,110,4.0,1.0,1.0,,BRASÍLIA - ASA NORTE,SQN
980,CCSW 1 Lote 4 Bloco A   - ED.PORTAL MASTER,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-264720,3400,26,1.0,1.0,1.0,370.0,BRASÍLIA - SUDOESTE,CCSW
981,SQS 313 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-313-bloco-h-520189,12000,209,3.0,1.0,2.0,1700.0,BRASÍLIA - ASA SUL,SQS
983,CCSW 5 Lote 2 Bloco 1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-5-lote-2-bloco-1-101925,1200,35,1.0,,,328.0,BRASÍLIA - SUDOESTE,CCSW
984,SQS 307 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-307-bloco-j-594335,3600,104,3.0,1.0,,800.0,BRASÍLIA - ASA SUL,SQS
986,SQS 108 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-108-bloco-c-508856,4900,145,4.0,1.0,,1200.0,BRASÍLIA - ASA SUL,SQS
988,CLNW 10/11 Lote J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-clnw-10-11-lote-j-554142,3200,48,2.0,,1.0,550.0,BRASÍLIA - NOROESTE,CLNW
989,SQS 114,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-114-576857,6300,158,3.0,1.0,1.0,1000.0,BRASÍLIA - ASA SUL,SQS
990,SGCV,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-109253,1200,26,1.0,1.0,1.0,277.0,BRASÍLIA - PARK SUL,SGCV
992,QRSW 2 Bloco A 11,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-2-bloco-a-11-590610,1800,68,2.0,,,520.0,BRASÍLIA - SUDOESTE,QRSW
993,SQN 116 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-116-bloco-g-566771,4090,128,3.0,1.0,1.0,875.0,BRASÍLIA - ASA NORTE,SQN
994,CRS 511 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-crs-511-bloco-a-279395,1200,50,1.0,,,,BRASÍLIA - ASA SUL,CRS
995,SQN 406,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-406-95647,4500,78,2.0,,,550.0,BRASÍLIA - ASA NORTE,SQN
996,SCRN 706/707 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-706-707-bloco-h-595292,1100,33,1.0,,,320.0,BRASÍLIA - ASA NORTE,SCRN
997,SQNW 311 Bloco D   - Atrium DOR,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-561209,2200,34,1.0,,1.0,400.0,BRASÍLIA - NOROESTE,SQNW
998,STN,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-stn-274444,950,29,1.0,,1.0,,BRASÍLIA - ASA NORTE,STN
999,SQS 412 Bloco O,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-412-bloco-o-598291,2650,77,2.0,,,550.0,BRASÍLIA - ASA SUL,SQS
1000,SQNW 307 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-307-bloco-a-566911,5900,85,2.0,2.0,2.0,816.0,BRASÍLIA - NOROESTE,SQNW
1001,SCES Trecho 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-3-192396,5600,50,1.0,1.0,1.0,,BRASÍLIA - ASA SUL,SCES
1002,SCRN 716 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scrn-716-bloco-h-603520,1700,48,2.0,,,,BRASÍLIA - ASA NORTE,SCRN
1003,SQS 104 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-104-bloco-f-598353,3000,78,2.0,,,900.0,BRASÍLIA - ASA SUL,SQS
1004,SQS 111 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-111-bloco-d-593081,10000,240,4.0,1.0,2.0,1750.0,BRASÍLIA - ASA SUL,SQS
1005,SGCV Lote 13   - VISTA PARK SUL SUÍTES,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-201025,1900,30,1.0,1.0,1.0,560.0,BRASÍLIA - PARK SUL,SGCV
1006,SGAS 910,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-sgas-910-77461,850,28,1.0,,,322.0,BRASÍLIA - ASA SUL,SGAS
1007,SQN 211 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-211-bloco-f-590192,6150,202,3.0,2.0,2.0,,BRASÍLIA - ASA NORTE,SQN
1008,SQSW 105 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-105-bloco-e-581212,2250,70,2.0,,1.0,630.0,BRASÍLIA - SUDOESTE,SQSW
1009,CA 05,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-241867,1550,40,1.0,,1.0,398.0,BRASÍLIA - LAGO NORTE,CA
